TYPE,SUBJECT,START_DT,END_DT,OWNER_ID,REG_DT,COMP_DT,STATUS,PLANT,CAR_MAKER,PROJECT,M_CODE,Process,POINT_OUT,ROOT_CAUSE_ANALYSIS,COUNTER_MEASURE,URL
Project,2024-Ford-P702-01 Ford Visit verifying ICA on RRc Issue with Health Chart,2024-06-12,2024-06-13,21600374,2024-06-14,2024-06-18,Complete,KP,Ford,P702,1024247,Calendaring,Recoup process of Inner liner(I/L) is unclear on quantity &amp; frequency.,Alarm system was out of order and operator did not responded well.,Alarm system was fixed and operators were trained again.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1AD419EBF6C0D721E0633C071FCA9111
Project,2024-Ford-P702-01 Ford Visit verifying ICA on RRc Issue with Health Chart,2024-06-12,2024-06-13,21600374,2024-06-14,2024-06-18,Complete,KP,Ford,P702,1024247,Calendaring,Centre of 1st &amp; 2nd Inner liner(I/L) are not checked regularly.,"Eventhough there is machine that can check the centre position, machine was out of order during assessment period.",Hankooktire have fixed and maintained the machine and now this is working.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1AD419EBF6C0D721E0633C071FCA9111
System,2024-VW-01,2024-06-05,2024-06-06,80601183,2024-06-04,2024-11-22,Complete,CP,VW,-,-,Cutting,补强带标签未跟随材料一起移动,员工未按标准作业,1.材料标签回收确认 加入Line长点检表员工习惯化养成2.成型员工教育执行,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1A0C051A5DEA7E6CE0633C071FCA53FB
Project,2024-Lucid-GRAVITY-01 PPAP Audit,2024-05-28,2024-05-28,21602063,2024-05-28,2024-12-12,Complete,KP,Lucid,GRAVITY,1032970,Design,No issue,N/A,N/A,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=197AFD81D1545D17E0633C071FCA176A
System,2024-VW-01,2024-06-04,2024-06-06,71200037,2024-05-14,2024-11-10,Complete,MP,VW,-,-,Logistics,The new tracking system in the trucks,Can not cotrol truck tracking all the time,"It is under testing now, it will be started from July, if any change schedule I will let you know",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=18677CCA958355E5E0633C071FCAE0A4
System,2024-VW-01,2024-06-04,2024-06-06,71200037,2024-05-14,2024-11-10,Complete,MP,VW,-,-,Logistics,The changing of the positions of the Scanners at every 44 loading station,the visual check of the worker has to be before the scanner and not after the scanner,"It is the simple modification, so we will modify it until this month",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=18677CCA958355E5E0633C071FCAE0A4
System,2024-VW-01,2024-06-04,2024-06-06,71200037,2024-05-14,2024-11-10,Complete,MP,VW,-,-,Logistics,New/More workers in the SCM process,Not enough man power,"we are hiring 20 workers now, they will start work from the end of July If they start work, our loading capa increases around 10~15%(5~8k/day)",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=18677CCA958355E5E0633C071FCAE0A4
System,2024-BMW-01,2024-06-17,2024-06-19,71200037,2024-05-14,2024-11-10,Complete,MP,BMW,-,-,Test,Process capability: Is the long–term process capability proven for the special characteristics?,(SPC 6-pack _ BMW _ G09 _ Final report),Action 1:  19.06.2024: Find solution to ensure traceability of test reports 11.07.2024: Cover Page for Test Report implemented  Evidence: Screenshot of cover page,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1868D98075815C06E0633C071FCAD514
System,2024-BMW-01,2024-06-17,2024-06-19,71200037,2024-05-14,2024-11-10,Complete,MP,BMW,-,-,System,Treatment of faulty products: What procedures for handling parts returned by the contractor are known?,"19.06.2024: - Qwin accessed - 8D reports checked, all closed except for 1, which is in rejection - spot checked 8D report: MU80-23-FD (Screw in tire) from 09.08.2023  Finding:  - Updated screw specification not found in FMEA","Action 1:  19.06.2024: Review FMEA process to ensure reclamations and customer feedback is integrated in FMEA 11.07.2024: Checked relevant entries in FMEA (Screw, Camera), 8D report checklist has link to FMEA  Evidence: Screenshot of revision Control tab in FMEA, screenshot of 8D report checklist",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1868D98075815C06E0633C071FCAD514
System,2024-BMW-01,2024-06-17,2024-06-19,71200037,2024-05-14,2024-11-10,Complete,MP,BMW,-,-,System,Treatment of faulty products: Is a procedure in place for processing complaints regarding a sub–supplier?,19.06.2024: - see above  Finding: - no overview of currently outstanding 8D reports from suppliers available during the requalification (available in purchasing dep.),Action 1:  19.06.2024: Provide overview of currently open supplier 8D reports during measure tracking under involvement of purchasing department 11.07.2024: Screenshot of GQMS with all customer claims from 2024 is shown. No open 8D reports.   Evidence: Screenshot of GQMS and 8D report,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1868D98075815C06E0633C071FCAD514
System,2024-BMW-01,2024-06-17,2024-06-19,71200037,2024-05-14,2024-11-10,Complete,MP,BMW,-,-,System,"Process parameters: Are all process parameters intended for monitoring actually monitored, recorded and documented in the required scope at the site as planned?","E.g. in synoptic table the possible parameters: pressure, temperature, velocity, time, position, intervention limits",Action 1:  19.06.2024: Ensure accuracy and alignment of time-of-day across all machines 11.07.2024: Machine time set correctly  Evidence: Photographs of machines,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1868D98075815C06E0633C071FCAD514
System,2024-BMW-01,2024-06-17,2024-06-19,71200037,2024-05-14,2024-11-10,Complete,MP,BMW,-,-,System,Maintenance: Is a preventive maintenance plan available and is the maintenance plan complied with (incl. documentation in the machine/tool logbook)?,"19.06.2024: - EZ Heims as software tool for maintenance mgmt - yearly planning cycle for all production machines - maintenance plan for every machine (each machine 3-4 times per year) - driven by time, not quantity - maintenance records digitally available incl. checklist - Cleaning activities not documented, only preventive maintenance - Parallel Excel sheet for maintenance data - maintenance documented in EZ Heims  Finding:  - No tracability of Calender machine maintenance in Excel sheet - No Date Control of Excel Sheet - No maintenance record of A1011 incidents on 19. and 17.06. with outages of ~200 minutes each","Action 1:  19.06.2024: Ensure correct representation of Calender Machine Maintenance in Excel file 11.07.2024: Explanation provided on calculation method of maintenance percentage --&gt; closed  Action 2:  19.06.2024: Find solution to ensure traceability of changes in Maintenance Excel 11.07.2024: Version control through file naming --&gt; closed   Action 3:  19.06.2024: Ensure up-to-date maintenance records in EZHeims 11.07.2024: Filled in maintenance records shown --&gt; closed   Evidence: Screenshot of new file naming system, screenshots of filled in maintenance records",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=1868D98075815C06E0633C071FCAD514
